oare_id,online transcript,cdli_id,aliases,label,publication_catalog,description,genre_label,inventory_position,online_catalog,note,interlinear_commentary,online_information,excavation_no,oatp_key,eBL_id,AICC_translation,transliteration_orig,transliteration
dfa85b8a-e050-455a-b67c-354187b8bbd2,https://oare.byu.edu/epigraphies/dfa85b8a-e050-455a-b67c-354187b8bbd2,P498552,ARK. 169-9477,Cuneiform Tablet Sadberk 25 (ARK 169-9477),,"Cuneiform tablet, dated to the Old Assyrian Period (ca. 1950-1850 BC).",unknown,ARK 169-09477,,Sadberk Hanim Museum 25,,,,,,https://aicuneiform.com/search?q=P498552,1 GÚ 20 ma-na KÙ.BABBAR qá-dum ša DUMU a-ku-a ki-ma da-tim 30 ma-na KÙ.BABBAR a-ḫa-ma a-na e-bu-ṭim a-dí-šu-um 4 ma-na KÙ.BABBAR KI lu-zi-na 4 ma-na 5 0.25 GÍN KÙ.BABBAR KI šu-ku-bi₄-im DUMU e-na-ma-nim 8 ma-na KÙ.BABBAR ša šu-na ṭup-pè-šu ḫa-ru-mu-tim KI šu-IŠTAR ni-a-im x … x … ṭup-pí … ḫa-ar-mì-im ša a-lá-ḫu-um DUMU e-lá-lí ḫa-bu-lá-ni ŠÀ.BA 16 ma-na URUDU ma-sí-um ú 0.83333 ma-na KÙ.BABBAR a-ḫu-ur,1 GÚ 20 ma-na KÙ.BABBAR qá-dum ša DUMU a-ku-a ki-ma da-tim 30 ma-na KÙ.BABBAR a-ḫa-ma a-na e-bu-ṭim a-dí-šu-um 4 ma-na KÙ.BABBAR KI lu-zi-na 4 ma-na 5 0.25 GÍN KÙ.BABBAR KI šu-ku-bi₄-im DUMU e-na-ma-nim 8 ma-na KÙ.BABBAR ša šu-na ṭup-pè-šu ḫa-ru-mu-tim KI šu-IŠTAR ni-a-im <gap> <big_gap> <gap> <big_gap> ṭup-pí <big_gap> ḫa-ar-mì-im ša a-lá-ḫu-um DUMU e-lá-lí ḫa-bu-lá-ni ŠÀ.BA 16 ma-na URUDU ma-sí-um ú 0.83333 ma-na KÙ.BABBAR a-ḫu-ur
70a0c80f-d6aa-4676-b092-fe8ab85e46aa,https://oare.byu.edu/epigraphies/70a0c80f-d6aa-4676-b092-fe8ab85e46aa,P498553,ARK. 399-11593,Cuneiform Tablet Sadberk 26 (ARK 399-11593),,"Cuneiform tablet, dated to the Old Assyrian Period (ca. 1950-1850 BC).",unknown,ARK 398-11592 | ARK 399-11593,,Sadberk Hanim Museum 26,,,,,,https://aicuneiform.com/search?q=P498553,0.5 ma-na KÙ.BABBAR be-ú-la-at ma-nu-ki-DINGIR-a a-na ḫu-bu-ul ma-nu-ki-DINGIR-a a-na i-sú-rik₁₃ áš-qúl 0.5 ma-na KÙ.BABBAR a-ḫa-ma ša-al-ṭam i-na ba-áb-ti-a il₅-qé ŠU.NÍGIN 1 ma-na KÙ.BABBAR i-ṣé-er ma-nu-ki i-šu GÉME ÌR-…-sú e-ru-ba-tù-a IGI a-šur-DU₁₀ IGI a-ku-za,0.5 ma-na KÙ.BABBAR be-ú-la-at ma-nu-ki-DINGIR-a a-na ḫu-bu-ul ma-nu-ki-DINGIR-a a-na i-sú-rik₁₃ áš-qúl 0.5 ma-na KÙ.BABBAR a-ḫa-ma ša-al-ṭam i-na ba-áb-ti-a il₅-qé ŠU.NÍGIN 1 ma-na KÙ.BABBAR i-ṣé-er ma-nu-ki i-šu GÉME ÌR-<big_gap>-sú e-ru-ba-tù-a IGI a-šur-DU₁₀ IGI a-ku-za
9b26a731-2a22-4e60-99c3-73e2b0c21cd1,https://oare.byu.edu/epigraphies/9b26a731-2a22-4e60-99c3-73e2b0c21cd1,P498553,ARK. 398-11592,Cuneiform Tablet Sadberk 26 (ARK 398-11592),,"Cuneiform tablet envelope, dated to the Old Assyrian Period (ca. 1950-1850 BC).",unknown,ARK 398-11592 | ARK 399-11593,,Sadberk Hanim Museum 26,,,,,,https://aicuneiform.com/search?q=P498553,KIŠIB a-šur-DU₁₀ KIŠIB a-ku-za KIŠIB ma-nu-ki-DINGIR ša ḫu-bu-ul ma-nu-ki-DINGIR-a 0.5 ma-na KÙ.BABBAR ša be-ú-lá-tí-šu a-na i-sú-rik₁₃ áš-qúl 0.5 ma-na KÙ.BABBAR a-ḫa-ma šál-ṭam il₅-qé ŠU.NÍGIN 1 ma-na KÙ.BABBAR GÉME ÌR-sú e-ru-ba-tù-a,KIŠIB a-šur-DU₁₀ KIŠIB a-ku-za KIŠIB ma-nu-ki-DINGIR ša ḫu-bu-ul ma-nu-ki-DINGIR-a 0.5 ma-na KÙ.BABBAR ša be-ú-lá-tí-šu a-na i-sú-rik₁₃ áš-qúl 0.5 ma-na KÙ.BABBAR a-ḫa-ma šál-ṭam il₅-qé ŠU.NÍGIN 1 ma-na KÙ.BABBAR GÉME ÌR-sú e-ru-ba-tù-a
e3507bc1-1ee8-4c92-8763-ff3104e54e9c,https://oare.byu.edu/epigraphies/e3507bc1-1ee8-4c92-8763-ff3104e54e9c,P361718,ZA 90 267f,Cuneiform Tablet ZA 90 267,,"Cuneiform tablet, dated to the Old Assyrian Period (ca. 1950-1850 BC).",unknown,ArchSt —,,"ZA 90, 267-268 4",,,,61,,https://aicuneiform.com/search?q=P361718,0.83333 ma-na 1.8333300000000001 GÍN KÙ.BABBAR ša a-na lu-lu-ú a-ḫi-ib-lu i-ku-pì-a ú-sà-núm ù ku-ra-ra iš-pu-ru-nim-ma a-na ta-ak-na-bi₄-im ù ma-nu-ki-a-šur i-na kà-ni-iš ta-dí-in IGI a-šur-i-mì-tí DUMU i-dí-we-er,0.83333 ma-na 1.8333300000000001 GÍN KÙ.BABBAR ša a-na lu-lu-ú a-ḫi-ib-lu i-ku-pì-a ú-sà-núm ù ku-ra-ra iš-pu-ru-nim-ma a-na ta-ak-na-bi₄-im ù ma-nu-ki-a-šur i-na kà-ni-iš ta-dí-in IGI a-šur-i-mì-tí DUMU i-dí-we-er
22601594-7960-4114-bb76-113648c6ee34,https://oare.byu.edu/epigraphies/22601594-7960-4114-bb76-113648c6ee34,P361599,Bursa 3772 | Belleten 40 176,Cuneiform Tablet Belleten 40 176 (Bursa 3772),,"Cuneiform tablet, dated to the Old Assyrian Period (ca. 1950-1850 BC).",letter,Bursa 3772,,"Belleten 40, 176",,,,569,,https://aicuneiform.com/search?q=P361599,um-ma šu-nu-ma 7 GÍN.TA AN.NA ta-dí-in NA ki-ma AN.NA-kà 8.5 ma-na.TA ta-ad-nu a ší-a-tí iš-tí-šu-nu lá ni-iz-ku a-ma-kam a-na ší-im AN.NA-ki-kà iš-tí-kà li-iz-ku-ú ú a-na-lí ni-kà-sí-kà x-ra-nim iš-tí a-na-lí a-ma-kam zu-ku,um-ma šu-nu-ma 7 GÍN.TA AN.NA ta-dí-in NA ki-ma AN.NA-kà 8.5 ma-na.TA ta-ad-nu a ší-a-tí iš-tí-šu-nu lá ni-iz-ku a-ma-kam a-na ší-im AN.NA-ki-kà iš-tí-kà li-iz-ku-ú ú a-na-lí ni-kà-sí-kà <gap>-ra-nim iš-tí a-na-lí a-ma-kam zu-ku
4a40458f-a59b-4b0e-82e0-f67e3eb713e8,https://oare.byu.edu/epigraphies/4a40458f-a59b-4b0e-82e0-f67e3eb713e8,P361719,ZA 90 268,Cuneiform Tablet ZA 90 268,,"Cuneiform tablet, dated to the Old Assyrian Period (ca. 1950-1850 BC).",note,ArchSt —,,"ZA 90, 268-269 5",,,,62,,https://aicuneiform.com/search?q=P361719,10.33333 GÍN AN.NA a-na ú-ṣú-ur-ša-a-šùr ka-ṣa-ar ḫi-na-a a-dí-in 12 GÍN KÙ.BABBAR ki áš x tim iš-tí ḫi-na-a gám-ru-um pá-zu-ur-tí TÚG.ḪI-tí-šu,10.33333 GÍN AN.NA a-na ú-ṣú-ur-ša-a-šùr ka-ṣa-ar ḫi-na-a a-dí-in 12 GÍN KÙ.BABBAR ki áš <gap> tim iš-tí ḫi-na-a gám-ru-um pá-zu-ur-tí TÚG.ḪI-tí-šu
613dbd7c-e8df-4fbe-b400-064562d97562,https://oare.byu.edu/epigraphies/613dbd7c-e8df-4fbe-b400-064562d97562,P361600,Bursa 3773 | Belleten 40 177,Cuneiform Tablet Belleten 40 177 (Bursa 3773),,"Cuneiform tablet, dated to the Old Assyrian Period (ca. 1950-1850 BC).",letter,Bursa 3773,,"Belleten 40, 177",,,,570,,https://aicuneiform.com/search?q=P361600,um-ma sú-e-a-ma a-na a-šur-mu-ta-bi-il₅ qí-bi-ma 7 {TÚG}ku-ta-nu SIG₅ 1 {TÚG}a-bar-ni-um 1 TÚG ra-qú-tum SIG₅ 0.5 ANŠE ṣa-la-mu-um mì-ma a-nim ša DAM.GÀR a-sà-nu-um ú-šé-li-am 1.66666 TÚG ša a-ki-dí-e a-šur-da-mì-iq ú-šé-li-am a-ḫi a-ta a ma-ni-im a-ḫi-im ša-ni-im a-da-gal 11 TÚG-ba-tù šu-ma iš-ti ILLAT-tim e-ru-bu-ni-im TÚG-ba-tí x-x ú ṣú-ḫa-ar-kà a qá-tí-ni ṭá-ḫi-ma xxxx x-šu-nu šu-ma xxxx x i-ba-ší-ú xxxx x-e-ú xxxx x-ni-im x li IŠTAR-pí-lá-aḫ úz-ni pí-te a-ḫi a-ta a-dí KÙ-pì-kà {2 broken lines},um-ma sú-e-a-ma a-na a-šur-mu-ta-bi-il₅ qí-bi-ma 7 {TÚG}ku-ta-nu SIG₅ 1 {TÚG}a-bar-ni-um 1 TÚG ra-qú-tum SIG₅ 0.5 ANŠE ṣa-la-mu-um mì-ma a-nim ša DAM.GÀR a-sà-nu-um ú-šé-li-am 1.66666 TÚG ša a-ki-dí-e a-šur-da-mì-iq ú-šé-li-am a-ḫi a-ta a ma-ni-im a-ḫi-im ša-ni-im a-da-gal 11 TÚG-ba-tù šu-ma iš-ti ILLAT-tim e-ru-bu-ni-im TÚG-ba-tí <gap>-<gap> ú ṣú-ḫa-ar-kà a qá-tí-ni ṭá-ḫi-ma <big_gap> <gap>-šu-nu šu-ma <big_gap> <gap> i-ba-ší-ú <big_gap> <gap>-e-ú <big_gap> <gap>-ni-im <gap> li IŠTAR-pí-lá-aḫ úz-ni pí-te a-ḫi a-ta a-dí KÙ-pì-kà <big_gap>
549e5f58-d285-4df2-920e-43a260ad5eb2,https://oare.byu.edu/epigraphies/549e5f58-d285-4df2-920e-43a260ad5eb2,P361602,Bursa 3775 | Belleten 40 180,Cuneiform Tablet Belleten 40 180 (Bursa 3775),,"Cuneiform tablet, dated to the Old Assyrian Period (ca. 1950-1850 BC).",letter,Bursa 3775,,"Belleten 40, 180",,,,572,,https://aicuneiform.com/search?q=P361602,{large break} um-ma šu-ut-ma x lá-bi₄-šu x IŠTAR-pì-lá-aḫ áš-a-al-ma lá-áp-ta-tí a-šur-ma-lik DUMU qá-a-tim áš-a-al-ma um-ma šu-ut-ma É a-bi₄-a le-šé-er-ma i-na u₄-mì-im ṭup-pì i-lá-pu-tù a-qá-bi₄-a-kum iš-tí a-šur-ma-lik DUMU a-lá-ḫi-im ba-lu-um šu-ḫu-bu-ur ú en-na-nim lá a-mì-gi₅-ir 13 ma-na KÙ.BABBAR ni-il₅-qé-a-ma a li-bi₄-i lu-qú-tí-kà-ma na-dí-i mì-šu ša ta-áš-pu-ra-ni lu-qú-tí ta-ak-la-a {large break} … li-du-nim i-na-pá-la-ku-mu … x ma KÙ.BABBAR 10 ma-na … x e-ni-a lá ta-áp-té-e … UTU lu i-de₈-e,<big_gap> um-ma šu-ut-ma <gap> lá-bi₄-šu <gap> IŠTAR-pì-lá-aḫ áš-a-al-ma lá-áp-ta-tí a-šur-ma-lik DUMU qá-a-tim áš-a-al-ma um-ma šu-ut-ma É a-bi₄-a le-šé-er-ma i-na u₄-mì-im ṭup-pì i-lá-pu-tù a-qá-bi₄-a-kum iš-tí a-šur-ma-lik DUMU a-lá-ḫi-im ba-lu-um šu-ḫu-bu-ur ú en-na-nim lá a-mì-gi₅-ir 13 ma-na KÙ.BABBAR ni-il₅-qé-a-ma a li-bi₄-i lu-qú-tí-kà-ma na-dí-i mì-šu ša ta-áš-pu-ra-ni lu-qú-tí ta-ak-la-a <big_gap> li-du-nim i-na-pá-la-ku-mu <big_gap> <gap> ma KÙ.BABBAR 10 ma-na <big_gap> <gap> e-ni-a lá ta-áp-té-e <big_gap> UTU lu i-de₈-e
8c908c15-adce-400f-9832-afc04a36953f,https://oare.byu.edu/epigraphies/8c908c15-adce-400f-9832-afc04a36953f,P361547,Kayseri 133,Cuneiform Tablet Kayseri 133,,"Cuneiform tablet, dated to the Old Assyrian Period (ca. 1950-1850 BC).",unknown,Kayseri 133,,Innaya 262,"Michel, Innaya II, 330",,,2758,,https://aicuneiform.com/search?q=P361547,x-0.66666 ma-na KÙ.BABBAR … 8.5 GÍN URUDU … i-na-a DUMU …,<gap>-0.66666 ma-na KÙ.BABBAR <big_gap> 8.5 GÍN URUDU <big_gap> i-na-a DUMU <big_gap>
b6cc59c5-804f-45ad-b93a-b6e2522ff0e3,https://oare.byu.edu/epigraphies/b6cc59c5-804f-45ad-b93a-b6e2522ff0e3,P361548,Kayseri 2299 | Kayseri 22,Cuneiform Tablet Kayseri 2299,,"Cuneiform tablet, dated to the Old Assyrian Period (ca. 1950-1850 BC).",agreement (contract),Kayseri 2299,,Innaya 186,"Michel, Innaya II, 255f.3: Selon le CAD E, 21 la présence de témoins dans un prêt-ebuṭṭum est exceptionnelle ; nous noterons cependant le texte CT MMA I, 92 a+b relatif à un tel prêt dans Kaniš et portant la mention de témoins.",,,2760,,https://aicuneiform.com/search?q=P361548,5 ma-na KÙ.BABBAR ṣa-ru-pá-am a-na e-bu-ṭim a-na ku-ra-ra DUMU a-bu-ša-lim i-na-a DUMU a-mu-ra-a i-dí-in i-lá-ak-ma i-na a-lim{ki} i-na ṭup-pí-im ša e-bu-ṭim KI um-mi-a-ni-šu i-na-a lá i-ma-ṣa ITU.KAM qá-ra-a-tim li-mu-um ku-bi₄-a IGI šu-lá-ba-an DUMU dan-ì-lí IGI ba-zi-a DUMU DINGIR-kur-ub,5 ma-na KÙ.BABBAR ṣa-ru-pá-am a-na e-bu-ṭim a-na ku-ra-ra DUMU a-bu-ša-lim i-na-a DUMU a-mu-ra-a i-dí-in i-lá-ak-ma i-na a-lim{ki} i-na ṭup-pí-im ša e-bu-ṭim KI um-mi-a-ni-šu i-na-a lá i-ma-ṣa ITU.KAM qá-ra-a-tim li-mu-um ku-bi₄-a IGI šu-lá-ba-an DUMU dan-ì-lí IGI ba-zi-a DUMU DINGIR-kur-ub
b62f08a0-476a-4459-9e03-d568d97a338e,https://oare.byu.edu/epigraphies/b62f08a0-476a-4459-9e03-d568d97a338e,P361549,Kayseri 294,Cuneiform Tablet Kayseri 294,,"Cuneiform tablet, dated to the Old Assyrian Period (ca. 1950-1850 BC).",unknown,Kayseri 294,,"FAOS Beih 1, 12","Bilgiç Appellativa 49 (als ""Kay 6""); Kienast FAOSB 1, 121 f. Nr. 12",,,2762,,https://aicuneiform.com/search?q=P361549,{large break} … ku-ur-du-ba ra-ma-šu ip-ṭù-ur-ma 0.66666 ma-na 5 GÍN KÙ.BABBAR ší-im-šu a-na ú-ba-dí-nim iš-qúl šu-ma i-na ú-ba-dí-nim lu za-ba-ra-áš-na lu ur-du-šu a-na ku-ur-du-ba i-tù-ru 5 ma-na KÙ.BABBAR i-ša-qú-lu-šu,<big_gap> ku-ur-du-ba ra-ma-šu ip-ṭù-ur-ma 0.66666 ma-na 5 GÍN KÙ.BABBAR ší-im-šu a-na ú-ba-dí-nim iš-qúl šu-ma i-na ú-ba-dí-nim lu za-ba-ra-áš-na lu ur-du-šu a-na ku-ur-du-ba i-tù-ru 5 ma-na KÙ.BABBAR i-ša-qú-lu-šu
807d2a37-5ec2-46c4-9d94-e1228a852e97,https://oare.byu.edu/epigraphies/807d2a37-5ec2-46c4-9d94-e1228a852e97,P361551,Kayseri 31,Cuneiform Tablet Kayseri 31,,"Cuneiform tablet, dated to the Old Assyrian Period (ca. 1950-1850 BC).",unknown,Kayseri 31,,Innaya 134,"Michel, Innaya II, 1854: OAI: 120",,,2764,,https://aicuneiform.com/search?q=P361551,0.83333 ma-na 6 GÍN KÙ.BABBAR ší-im 4 {TÚG}ku-ta-ni i-na ni-kà-sí ša 20 ma-na.TA a-na qá-tí-šu ša i-na-a DUMU e-lá-lí aṭ-ḫi i-na-a DUMU a-mu-ra-a ší-bi₄ a-ḫa-ma 14 GÍN KÙ.BABBAR ší-im 1 TÚG áš-qúl-šum ŠU.NÍGIN 1 ma-na 10 GÍN KÙ.BABBAR KI i-na-a DUMU e-lá-lí,0.83333 ma-na 6 GÍN KÙ.BABBAR ší-im 4 {TÚG}ku-ta-ni i-na ni-kà-sí ša 20 ma-na.TA a-na qá-tí-šu ša i-na-a DUMU e-lá-lí aṭ-ḫi i-na-a DUMU a-mu-ra-a ší-bi₄ a-ḫa-ma 14 GÍN KÙ.BABBAR ší-im 1 TÚG áš-qúl-šum ŠU.NÍGIN 1 ma-na 10 GÍN KÙ.BABBAR KI i-na-a DUMU e-lá-lí
a30f6310-1073-4197-9b3a-76efbfbf5720,https://oare.byu.edu/epigraphies/a30f6310-1073-4197-9b3a-76efbfbf5720,P361550,Kayseri 309 | Landsberger 1 | TTAED 4 1,Cuneiform Tablet Kayseri 309,,"Cuneiform tablet, dated to the Old Assyrian Period (ca. 1950-1850 BC).",unknown,Kayseri 309,,"Tarih 4, 7 no. 1",Landsberger 1940 text A; Matouš 1969 text B2; Michel 2000 text 80,,,2763,,https://aicuneiform.com/search?q=P361550,MAŠKIM um-ma-a-nu PUZUR₄-a-šur ú me-er-ú PUZUR₄-a-šur a-na en-na-sú-en₆ iṣ-ba-at-ni-a-tí-ma lá li-bi ì-lí-ma a-bu-ni me-et-ma i-mu-at a-bi-ni um-me-a-nu a-bi-ni 12 ta-ma-lá-ki ša DUB-pì KÙ.BABBAR ku-nu-ki KÙ.GI ku-nu-ki 2 šu-uq-lá-tim ša URUDU KÙ.BABBAR ú KÙ.GI ú URUDU i-na ma-ṣa-ar-tim ku-nu-ku ša a-bi-ni um-me-a-nu É a-bi-ni e-ru-bu-ma ip-qí-du-ni-ku-um mì-ma a-nim a ma-nim ta-dí-in um-ma en-na-sú-en₆-ma um-me-a-an a-bi-ku-nu iš-tù wa-aḫ-šu-ša-na i-li-kam-ma mì-ma a-nim a-na bu-za-zu ap-qí-id um-ma bu-za-zu-ma i-na KÙ.BABBAR KÙ.GI a-ṣí-it a-bi-ku-nu ša ša-qú-lim ú-ša-qí-il₅-ma ší-tí KÙ.BABBAR 37 ma-na KÙ.BABBAR a-na a-šùr={d}UTU-ši a-na a-šùr={d}UTU-ši ap-qí-id a-na a-lim{ki} ú-bi-il₅-ma lu-qú-tum e-li-a-ma lu-qú-ut-ku-nu a-na ku-lu-ma-a pá-aq-da-at al-kà-ma lu-qú-ut-ku-nu le-qé-a um-ma en-na-sú-en₆-ma mì-ma lá ta-tù-ra-nim um-ma MAŠKIM ù me-er-ú PUZUR₄-a-šur-ma mì-ma lá ni-tù-ra-ku-um a-šar ta-ap-qí-du bu-za-zu ni-sí-e a-na a-wa-tim a-ni-a-tim kà-rum kà-ni-iš i-dí-ni-a-tí-ma IGI GÍR ša a-šur ší-bu-tí-ni ni-dí-in IGI a-gi-a DUMU PÚZUR-a-šur IGI ma-ṣí-ì-lí DUMU bu-zu-zi-im IGI DINGIR-pí-lá-aḫ DUMU a-šur-na-da,MAŠKIM um-ma-a-nu PUZUR₄-a-šur ú me-er-ú PUZUR₄-a-šur a-na en-na-sú-en₆ iṣ-ba-at-ni-a-tí-ma lá li-bi ì-lí-ma a-bu-ni me-et-ma i-mu-at a-bi-ni um-me-a-nu a-bi-ni 12 ta-ma-lá-ki ša DUB-pì KÙ.BABBAR ku-nu-ki KÙ.GI ku-nu-ki 2 šu-uq-lá-tim ša URUDU KÙ.BABBAR ú KÙ.GI ú URUDU i-na ma-ṣa-ar-tim ku-nu-ku ša a-bi-ni um-me-a-nu É a-bi-ni e-ru-bu-ma ip-qí-du-ni-ku-um mì-ma a-nim a ma-nim ta-dí-in um-ma en-na-sú-en₆-ma um-me-a-an a-bi-ku-nu iš-tù wa-aḫ-šu-ša-na i-li-kam-ma mì-ma a-nim a-na bu-za-zu ap-qí-id um-ma bu-za-zu-ma i-na KÙ.BABBAR KÙ.GI a-ṣí-it a-bi-ku-nu ša ša-qú-lim ú-ša-qí-il₅-ma ší-tí KÙ.BABBAR 37 ma-na KÙ.BABBAR a-na a-šùr-{d}UTU-ši a-na a-šùr-{d}UTU-ši ap-qí-id a-na a-lim{ki} ú-bi-il₅-ma lu-qú-tum e-li-a-ma lu-qú-ut-ku-nu a-na ku-lu-ma-a pá-aq-da-at al-kà-ma lu-qú-ut-ku-nu le-qé-a um-ma en-na-sú-en₆-ma mì-ma lá ta-tù-ra-nim um-ma MAŠKIM ù me-er-ú PUZUR₄-a-šur-ma mì-ma lá ni-tù-ra-ku-um a-šar ta-ap-qí-du bu-za-zu ni-sí-e a-na a-wa-tim a-ni-a-tim kà-rum kà-ni-iš i-dí-ni-a-tí-ma IGI GÍR ša a-šur ší-bu-tí-ni ni-dí-in IGI a-gi-a DUMU PÚZUR-a-šur IGI ma-ṣí-ì-lí DUMU bu-zu-zi-im IGI DINGIR-pí-lá-aḫ DUMU a-šur-na-da
9666071f-7c32-4983-b0c3-af9bbe149045,https://oare.byu.edu/epigraphies/9666071f-7c32-4983-b0c3-af9bbe149045,P361552,Kayseri 313,Cuneiform Tablet Kayseri 313,,"Cuneiform tablet, dated to the Old Assyrian Period (ca. 1950-1850 BC).",agreement (contract),Kayseri 313,,"Tarih 4, 11-12 no. 3",29-33: OAI: 68,,,2765,,https://aicuneiform.com/search?q=P361552,5 ma-na KÙ.GI ší-ip-kà-at … 1.5 ma-na i-ri-šum 2 ma-na i-dí-a-šùr 2.5 a-du-du-um 2 ma-na šu-la-ba-an 2 ma-na i-ku-pí-IŠTAR 2 ma-na ì-lí-dan 1.5 ma-na a-šùr-ma-lik 1.5 ma-na a-šùr-i-dí 2.5 ma-na a-ku-zu-num 1.5 ma-na tám-kà-ru-um 1 ma-na a-bu-ša-lim 1 ma-na ḫi-na-a 4 ma-na a-mur-IŠTAR ŠU.NÍGIN 30 ma-na KÙ.GI na-ru-uq a-mur-IŠTAR iš-tu li-mu-um sú-sà-a 12 ša-na-tim i-ma-kà-ar i-na né-mì-lim šál-ša-tim e-kà-al a-na šál-ša-tim i-za-az ša a-dì lá u₄-me-šu ma-lá-e-em KÙ.BABBAR i-lá-qé-ú 4 ma-na.TA KÙ.BABBAR ki-ma 1 ma-na KÙ.GI i-lá-qé né-ma-lam mì-ma ú-lá i-lá-qé IGI ili₅-tu-ra-am NU.BÀNDA IGI šál-ma-a-šùr IGI xxx-tab-ba IGI la-qé-pí-im IGI i-ku-pí-a IGI PUZUR₄.IŠTAR IGI a-šùr-be-el-a-wa-tim,5 ma-na KÙ.GI ší-ip-kà-at <big_gap> 1.5 ma-na i-ri-šum 2 ma-na i-dí-a-šùr 2.5 a-du-du-um 2 ma-na šu-la-ba-an 2 ma-na i-ku-pí-IŠTAR 2 ma-na ì-lí-dan 1.5 ma-na a-šùr-ma-lik 1.5 ma-na a-šùr-i-dí 2.5 ma-na a-ku-zu-num 1.5 ma-na tám-kà-ru-um 1 ma-na a-bu-ša-lim 1 ma-na ḫi-na-a 4 ma-na a-mur-IŠTAR ŠU.NÍGIN 30 ma-na KÙ.GI na-ru-uq a-mur-IŠTAR iš-tu li-mu-um sú-sà-a 12 ša-na-tim i-ma-kà-ar i-na né-mì-lim šál-ša-tim e-kà-al a-na šál-ša-tim i-za-az ša a-dì lá u₄-me-šu ma-lá-e-em KÙ.BABBAR i-lá-qé-ú 4 ma-na.TA KÙ.BABBAR ki-ma 1 ma-na KÙ.GI i-lá-qé né-ma-lam mì-ma ú-lá i-lá-qé IGI ili₅-tu-ra-am NU.BÀNDA IGI šál-ma-a-šùr IGI <big_gap><gap>-tab-ba IGI la-qé-pí-im IGI i-ku-pí-a IGI PUZUR₄.IŠTAR IGI a-šùr-be-el-a-wa-tim
238227c7-c7e4-4a77-8ea0-68e7d0200e3f,https://oare.byu.edu/epigraphies/238227c7-c7e4-4a77-8ea0-68e7d0200e3f,P361557,Kayseri 98,Cuneiform Tablet Kayseri 98,,"Cuneiform tablet, dated to the Old Assyrian Period (ca. 1950-1850 BC).",unknown,Kayseri 98,,Innaya 256,"Michel, Innaya II, 324f.",,,2773,,https://aicuneiform.com/search?q=P361557,a ma-lá té-er-tí-a a-mu-tám ša … i-dí-a-šur ù … na-áš-ú-ni-ku-nu-tí a-ḫi a-ta ki-ma i-dí-a-šùr e-ru-ba-ni ma-lá ku-ta-ni lu AN.NA e-ru-ba-ni KI i-dí-a-šùr áb-kà-am ù … ki-ma e-ru-ba-ni áb-kà-nim-ma a-na-kam lá sà-aḫ-ra ku-ta-ni DUMU … i-a-ú-tim … i-na-a … i za x ni …-ri-am,a ma-lá té-er-tí-a a-mu-tám ša <big_gap> i-dí-a-šur ù <big_gap> na-áš-ú-ni-ku-nu-tí a-ḫi a-ta ki-ma i-dí-a-šùr e-ru-ba-ni ma-lá ku-ta-ni lu AN.NA e-ru-ba-ni KI i-dí-a-šùr áb-kà-am ù <big_gap> ki-ma e-ru-ba-ni áb-kà-nim-ma a-na-kam lá sà-aḫ-ra ku-ta-ni DUMU <big_gap> i-a-ú-tim <big_gap> i-na-a <big_gap> i za <gap> ni <big_gap>-ri-am
52a88411-1e09-429b-bc6c-74f16980a798,https://oare.byu.edu/epigraphies/52a88411-1e09-429b-bc6c-74f16980a798,P368350,Kayseri 132,Cuneiform Tablet Kayseri 132,,"Cuneiform tablet, dated to the Old Assyrian Period (ca. 1950-1850 BC).",unknown,Kayseri 132,,,,,,2757,,https://aicuneiform.com/search?q=P368350,ù i-tí-qú-x ší-ip-ru-ú-x e-ru-bu-ni-ni u₄-ma-kál i-na kà-ri-im la i-bi₄-tù ṭur₄-da-ni-x ù a-wa x … šu-up-ra-nim … ú-ṣú-ni u₄-ma-am ša ú-ṣú-ú-nim wa-dí-a-nim,ù i-tí-qú-<gap> ší-ip-ru-ú-<gap> e-ru-bu-ni-ni u₄-ma-kál i-na kà-ri-im la i-bi₄-tù ṭur₄-da-ni-<gap> ù a-wa <gap> <big_gap> šu-up-ra-nim <big_gap> ú-ṣú-ni u₄-ma-am ša ú-ṣú-ú-nim wa-dí-a-nim
